Strategy,N_Params,Success Rate (%),Total Cost,Cost-Effectiveness,Parameters,Magnitudes,Budget
k_violence_decay↑10% + k_resource_depletion↓20%,2,0,900,0.0,"k_violence_decay, k_resource_depletion","10%, 20%",2000
k_violence_decay↑10% + k_resource_depletion↓30%,2,0,1150,0.0,"k_violence_decay, k_resource_depletion","10%, 30%",2000
k_violence_decay↑20% + k_resource_depletion↓10%,2,0,1050,0.0,"k_violence_decay, k_resource_depletion","20%, 10%",2000
k_violence_decay↑20% + k_resource_depletion↓20%,2,0,1300,0.0,"k_violence_decay, k_resource_depletion","20%, 20%",2000
k_violence_decay↑20% + k_resource_depletion↓30%,2,0,1550,0.0,"k_violence_decay, k_resource_depletion","20%, 30%",2000
k_violence_decay↑30% + k_resource_depletion↓10%,2,0,1450,0.0,"k_violence_decay, k_resource_depletion","30%, 10%",2000
k_violence_decay↑30% + k_resource_depletion↓20%,2,0,1700,0.0,"k_violence_decay, k_resource_depletion","30%, 20%",2000
k_violence_decay↑30% + k_resource_depletion↓30%,2,0,1950,0.0,"k_violence_decay, k_resource_depletion","30%, 30%",2000
k_violence_decay↑10% + k_economic_decay↓10%,2,0,620,0.0,"k_violence_decay, k_economic_decay","10%, 10%",2000
k_violence_decay↑10% + k_economic_decay↓20%,2,0,840,0.0,"k_violence_decay, k_economic_decay","10%, 20%",2000
k_violence_decay↑10% + k_economic_decay↓30%,2,0,1060,0.0,"k_violence_decay, k_economic_decay","10%, 30%",2000
k_violence_decay↑20% + k_economic_decay↓10%,2,0,1020,0.0,"k_violence_decay, k_economic_decay","20%, 10%",2000
k_violence_decay↑20% + k_economic_decay↓20%,2,0,1240,0.0,"k_violence_decay, k_economic_decay","20%, 20%",2000
k_violence_decay↑20% + k_economic_decay↓30%,2,0,1460,0.0,"k_violence_decay, k_economic_decay","20%, 30%",2000
k_violence_decay↑30% + k_economic_decay↓10%,2,0,1420,0.0,"k_violence_decay, k_economic_decay","30%, 10%",2000
k_violence_decay↑30% + k_economic_decay↓20%,2,0,1640,0.0,"k_violence_decay, k_economic_decay","30%, 20%",2000
k_violence_decay↑30% + k_economic_decay↓30%,2,0,1860,0.0,"k_violence_decay, k_economic_decay","30%, 30%",2000
k_violence_decay↑10% + Km_production↓10%,2,0,600,0.0,"k_violence_decay, Km_production","10%, 10%",2000
k_violence_decay↑10% + Km_production↓20%,2,0,800,0.0,"k_violence_decay, Km_production","10%, 20%",2000
k_violence_decay↑10% + Km_production↓30%,2,0,1000,0.0,"k_violence_decay, Km_production","10%, 30%",2000
k_violence_decay↑20% + Km_production↓10%,2,0,1000,0.0,"k_violence_decay, Km_production","20%, 10%",2000
k_violence_decay↑20% + Km_production↓20%,2,0,1200,0.0,"k_violence_decay, Km_production","20%, 20%",2000
k_violence_decay↑20% + Km_production↓30%,2,0,1400,0.0,"k_violence_decay, Km_production","20%, 30%",2000
k_violence_decay↑30% + Km_production↓10%,2,0,1400,0.0,"k_violence_decay, Km_production","30%, 10%",2000
k_violence_decay↑30% + Km_production↓20%,2,0,1600,0.0,"k_violence_decay, Km_production","30%, 20%",2000
k_violence_decay↑30% + Km_production↓30%,2,0,1800,0.0,"k_violence_decay, Km_production","30%, 30%",2000
k_violence_decay↑10% + Km_trust_economy↓10%,2,0,580,0.0,"k_violence_decay, Km_trust_economy","10%, 10%",2000
k_violence_decay↑10% + Km_trust_economy↓20%,2,0,760,0.0,"k_violence_decay, Km_trust_economy","10%, 20%",2000
k_violence_decay↑10% + Km_trust_economy↓30%,2,0,940,0.0,"k_violence_decay, Km_trust_economy","10%, 30%",2000
k_violence_decay↑20% + Km_trust_economy↓10%,2,0,980,0.0,"k_violence_decay, Km_trust_economy","20%, 10%",2000
k_violence_decay↑20% + Km_trust_economy↓20%,2,0,1160,0.0,"k_violence_decay, Km_trust_economy","20%, 20%",2000
k_violence_decay↑20% + Km_trust_economy↓30%,2,0,1340,0.0,"k_violence_decay, Km_trust_economy","20%, 30%",2000
k_violence_decay↑30% + Km_trust_economy↓10%,2,0,1380,0.0,"k_violence_decay, Km_trust_economy","30%, 10%",2000
k_violence_decay↑30% + Km_trust_economy↓20%,2,0,1560,0.0,"k_violence_decay, Km_trust_economy","30%, 20%",2000
k_violence_decay↑30% + Km_trust_economy↓30%,2,0,1740,0.0,"k_violence_decay, Km_trust_economy","30%, 30%",2000
E_threshold↓10% + T_threshold_weak_strong↓10%,2,0,650,0.0,"E_threshold, T_threshold_weak_strong","10%, 10%",2000
E_threshold↓10% + T_threshold_weak_strong↓20%,2,0,950,0.0,"E_threshold, T_threshold_weak_strong","10%, 20%",2000
E_threshold↓10% + T_threshold_weak_strong↓30%,2,0,1250,0.0,"E_threshold, T_threshold_weak_strong","10%, 30%",2000
E_threshold↓20% + T_threshold_weak_strong↓10%,2,0,1000,0.0,"E_threshold, T_threshold_weak_strong","20%, 10%",2000
E_threshold↓20% + T_threshold_weak_strong↓20%,2,0,1300,0.0,"E_threshold, T_threshold_weak_strong","20%, 20%",2000
E_threshold↓20% + T_threshold_weak_strong↓30%,2,0,1600,0.0,"E_threshold, T_threshold_weak_strong","20%, 30%",2000
E_threshold↓30% + T_threshold_weak_strong↓10%,2,0,1350,0.0,"E_threshold, T_threshold_weak_strong","30%, 10%",2000
E_threshold↓30% + T_threshold_weak_strong↓20%,2,0,1650,0.0,"E_threshold, T_threshold_weak_strong","30%, 20%",2000
E_threshold↓30% + T_threshold_weak_strong↓30%,2,0,1950,0.0,"E_threshold, T_threshold_weak_strong","30%, 30%",2000
E_threshold↓10% + T_threshold_detached_weak↓10%,2,0,730,0.0,"E_threshold, T_threshold_detached_weak","10%, 10%",2000
E_threshold↓10% + T_threshold_detached_weak↓20%,2,0,1110,0.0,"E_threshold, T_threshold_detached_weak","10%, 20%",2000
E_threshold↓10% + T_threshold_detached_weak↓30%,2,0,1490,0.0,"E_threshold, T_threshold_detached_weak","10%, 30%",2000
E_threshold↓20% + T_threshold_detached_weak↓10%,2,0,1080,0.0,"E_threshold, T_threshold_detached_weak","20%, 10%",2000
E_threshold↓20% + T_threshold_detached_weak↓20%,2,0,1460,0.0,"E_threshold, T_threshold_detached_weak","20%, 20%",2000
E_threshold↓20% + T_threshold_detached_weak↓30%,2,0,1840,0.0,"E_threshold, T_threshold_detached_weak","20%, 30%",2000
E_threshold↓30% + T_threshold_detached_weak↓10%,2,0,1430,0.0,"E_threshold, T_threshold_detached_weak","30%, 10%",2000
E_threshold↓30% + T_threshold_detached_weak↓20%,2,0,1810,0.0,"E_threshold, T_threshold_detached_weak","30%, 20%",2000
E_threshold↓10% + detachment_threshold↑10%,2,0,670,0.0,"E_threshold, detachment_threshold","10%, 10%",2000
E_threshold↓10% + detachment_threshold↑20%,2,0,990,0.0,"E_threshold, detachment_threshold","10%, 20%",2000
E_threshold↓10% + detachment_threshold↑30%,2,0,1310,0.0,"E_threshold, detachment_threshold","10%, 30%",2000
E_threshold↓20% + detachment_threshold↑10%,2,0,1020,0.0,"E_threshold, detachment_threshold","20%, 10%",2000
E_threshold↓20% + detachment_threshold↑20%,2,0,1340,0.0,"E_threshold, detachment_threshold","20%, 20%",2000
E_threshold↓20% + detachment_threshold↑30%,2,0,1660,0.0,"E_threshold, detachment_threshold","20%, 30%",2000
E_threshold↓30% + detachment_threshold↑10%,2,0,1370,0.0,"E_threshold, detachment_threshold","30%, 10%",2000
E_threshold↓30% + detachment_threshold↑20%,2,0,1690,0.0,"E_threshold, detachment_threshold","30%, 20%",2000
E_threshold↓10% + k_resource_depletion↓10%,2,0,600,0.0,"E_threshold, k_resource_depletion","10%, 10%",2000
E_threshold↓10% + k_resource_depletion↓20%,2,0,850,0.0,"E_threshold, k_resource_depletion","10%, 20%",2000
E_threshold↓10% + k_resource_depletion↓30%,2,0,1100,0.0,"E_threshold, k_resource_depletion","10%, 30%",2000
E_threshold↓20% + k_resource_depletion↓10%,2,0,950,0.0,"E_threshold, k_resource_depletion","20%, 10%",2000
E_threshold↓20% + k_resource_depletion↓20%,2,0,1200,0.0,"E_threshold, k_resource_depletion","20%, 20%",2000
E_threshold↓20% + k_resource_depletion↓30%,2,0,1450,0.0,"E_threshold, k_resource_depletion","20%, 30%",2000
E_threshold↓30% + k_resource_depletion↓10%,2,0,1300,0.0,"E_threshold, k_resource_depletion","30%, 10%",2000
E_threshold↓30% + k_resource_depletion↓20%,2,0,1550,0.0,"E_threshold, k_resource_depletion","30%, 20%",2000
E_threshold↓30% + k_resource_depletion↓30%,2,0,1800,0.0,"E_threshold, k_resource_depletion","30%, 30%",2000
E_threshold↓10% + k_economic_decay↓10%,2,0,570,0.0,"E_threshold, k_economic_decay","10%, 10%",2000
E_threshold↓10% + k_economic_decay↓20%,2,0,790,0.0,"E_threshold, k_economic_decay","10%, 20%",2000
E_threshold↓10% + k_economic_decay↓30%,2,0,1010,0.0,"E_threshold, k_economic_decay","10%, 30%",2000
E_threshold↓20% + k_economic_decay↓10%,2,0,920,0.0,"E_threshold, k_economic_decay","20%, 10%",2000
E_threshold↓20% + k_economic_decay↓20%,2,0,1140,0.0,"E_threshold, k_economic_decay","20%, 20%",2000
E_threshold↓20% + k_economic_decay↓30%,2,0,1360,0.0,"E_threshold, k_economic_decay","20%, 30%",2000
E_threshold↓30% + k_economic_decay↓10%,2,0,1270,0.0,"E_threshold, k_economic_decay","30%, 10%",2000
E_threshold↓30% + k_economic_decay↓20%,2,0,1490,0.0,"E_threshold, k_economic_decay","30%, 20%",2000
E_threshold↓30% + k_economic_decay↓30%,2,0,1710,0.0,"E_threshold, k_economic_decay","30%, 30%",2000
E_threshold↓10% + Km_production↓10%,2,0,550,0.0,"E_threshold, Km_production","10%, 10%",2000
E_threshold↓10% + Km_production↓20%,2,0,750,0.0,"E_threshold, Km_production","10%, 20%",2000
E_threshold↓10% + Km_production↓30%,2,0,950,0.0,"E_threshold, Km_production","10%, 30%",2000
E_threshold↓20% + Km_production↓10%,2,0,900,0.0,"E_threshold, Km_production","20%, 10%",2000
E_threshold↓20% + Km_production↓20%,2,0,1100,0.0,"E_threshold, Km_production","20%, 20%",2000
E_threshold↓20% + Km_production↓30%,2,0,1300,0.0,"E_threshold, Km_production","20%, 30%",2000
E_threshold↓30% + Km_production↓10%,2,0,1250,0.0,"E_threshold, Km_production","30%, 10%",2000
E_threshold↓30% + Km_production↓20%,2,0,1450,0.0,"E_threshold, Km_production","30%, 20%",2000
E_threshold↓30% + Km_production↓30%,2,0,1650,0.0,"E_threshold, Km_production","30%, 30%",2000
E_threshold↓10% + Km_trust_economy↓10%,2,0,530,0.0,"E_threshold, Km_trust_economy","10%, 10%",2000
E_threshold↓10% + Km_trust_economy↓20%,2,0,710,0.0,"E_threshold, Km_trust_economy","10%, 20%",2000
E_threshold↓10% + Km_trust_economy↓30%,2,0,890,0.0,"E_threshold, Km_trust_economy","10%, 30%",2000
E_threshold↓20% + Km_trust_economy↓10%,2,0,880,0.0,"E_threshold, Km_trust_economy","20%, 10%",2000
E_threshold↓20% + Km_trust_economy↓20%,2,0,1060,0.0,"E_threshold, Km_trust_economy","20%, 20%",2000
E_threshold↓20% + Km_trust_economy↓30%,2,0,1240,0.0,"E_threshold, Km_trust_economy","20%, 30%",2000
E_threshold↓30% + Km_trust_economy↓10%,2,0,1230,0.0,"E_threshold, Km_trust_economy","30%, 10%",2000
E_threshold↓30% + Km_trust_economy↓20%,2,0,1410,0.0,"E_threshold, Km_trust_economy","30%, 20%",2000
E_threshold↓30% + Km_trust_economy↓30%,2,0,1590,0.0,"E_threshold, Km_trust_economy","30%, 30%",2000
T_threshold_weak_strong↓10% + T_threshold_detached_weak↓10%,2,0,680,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","10%, 10%",2000
T_threshold_weak_strong↓10% + T_threshold_detached_weak↓20%,2,0,1060,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","10%, 20%",2000
T_threshold_weak_strong↓10% + T_threshold_detached_weak↓30%,2,0,1440,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","10%, 30%",2000
T_threshold_weak_strong↓20% + T_threshold_detached_weak↓10%,2,0,980,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","20%, 10%",2000
T_threshold_weak_strong↓20% + T_threshold_detached_weak↓20%,2,0,1360,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","20%, 20%",2000
T_threshold_weak_strong↓20% + T_threshold_detached_weak↓30%,2,0,1740,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","20%, 30%",2000
T_threshold_weak_strong↓30% + T_threshold_detached_weak↓10%,2,0,1280,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","30%, 10%",2000
T_threshold_weak_strong↓30% + T_threshold_detached_weak↓20%,2,0,1660,0.0,"T_threshold_weak_strong, T_threshold_detached_weak","30%, 20%",2000
T_threshold_weak_strong↓10% + detachment_threshold↑10%,2,0,620,0.0,"T_threshold_weak_strong, detachment_threshold","10%, 10%",2000
T_threshold_weak_strong↓10% + detachment_threshold↑20%,2,0,940,0.0,"T_threshold_weak_strong, detachment_threshold","10%, 20%",2000
T_threshold_weak_strong↓10% + detachment_threshold↑30%,2,0,1260,0.0,"T_threshold_weak_strong, detachment_threshold","10%, 30%",2000
T_threshold_weak_strong↓20% + detachment_threshold↑10%,2,0,920,0.0,"T_threshold_weak_strong, detachment_threshold","20%, 10%",2000
T_threshold_weak_strong↓20% + detachment_threshold↑20%,2,0,1240,0.0,"T_threshold_weak_strong, detachment_threshold","20%, 20%",2000
T_threshold_weak_strong↓20% + detachment_threshold↑30%,2,0,1560,0.0,"T_threshold_weak_strong, detachment_threshold","20%, 30%",2000
T_threshold_weak_strong↓30% + detachment_threshold↑10%,2,0,1220,0.0,"T_threshold_weak_strong, detachment_threshold","30%, 10%",2000
T_threshold_weak_strong↓30% + detachment_threshold↑20%,2,0,1540,0.0,"T_threshold_weak_strong, detachment_threshold","30%, 20%",2000
T_threshold_weak_strong↓30% + detachment_threshold↑30%,2,0,1860,0.0,"T_threshold_weak_strong, detachment_threshold","30%, 30%",2000
T_threshold_weak_strong↓10% + k_resource_depletion↓10%,2,0,550,0.0,"T_threshold_weak_strong, k_resource_depletion","10%, 10%",2000
T_threshold_weak_strong↓10% + k_resource_depletion↓20%,2,0,800,0.0,"T_threshold_weak_strong, k_resource_depletion","10%, 20%",2000
T_threshold_weak_strong↓10% + k_resource_depletion↓30%,2,0,1050,0.0,"T_threshold_weak_strong, k_resource_depletion","10%, 30%",2000
T_threshold_weak_strong↓20% + k_resource_depletion↓10%,2,0,850,0.0,"T_threshold_weak_strong, k_resource_depletion","20%, 10%",2000
T_threshold_weak_strong↓20% + k_resource_depletion↓20%,2,0,1100,0.0,"T_threshold_weak_strong, k_resource_depletion","20%, 20%",2000
T_threshold_weak_strong↓20% + k_resource_depletion↓30%,2,0,1350,0.0,"T_threshold_weak_strong, k_resource_depletion","20%, 30%",2000
T_threshold_weak_strong↓30% + k_resource_depletion↓10%,2,0,1150,0.0,"T_threshold_weak_strong, k_resource_depletion","30%, 10%",2000
T_threshold_weak_strong↓30% + k_resource_depletion↓20%,2,0,1400,0.0,"T_threshold_weak_strong, k_resource_depletion","30%, 20%",2000
T_threshold_weak_strong↓30% + k_resource_depletion↓30%,2,0,1650,0.0,"T_threshold_weak_strong, k_resource_depletion","30%, 30%",2000
T_threshold_weak_strong↓10% + k_economic_decay↓10%,2,0,520,0.0,"T_threshold_weak_strong, k_economic_decay","10%, 10%",2000
T_threshold_weak_strong↓10% + k_economic_decay↓20%,2,0,740,0.0,"T_threshold_weak_strong, k_economic_decay","10%, 20%",2000
T_threshold_weak_strong↓10% + k_economic_decay↓30%,2,0,960,0.0,"T_threshold_weak_strong, k_economic_decay","10%, 30%",2000
T_threshold_weak_strong↓20% + k_economic_decay↓10%,2,0,820,0.0,"T_threshold_weak_strong, k_economic_decay","20%, 10%",2000
T_threshold_weak_strong↓20% + k_economic_decay↓20%,2,0,1040,0.0,"T_threshold_weak_strong, k_economic_decay","20%, 20%",2000
T_threshold_weak_strong↓20% + k_economic_decay↓30%,2,0,1260,0.0,"T_threshold_weak_strong, k_economic_decay","20%, 30%",2000
T_threshold_weak_strong↓30% + k_economic_decay↓10%,2,0,1120,0.0,"T_threshold_weak_strong, k_economic_decay","30%, 10%",2000
T_threshold_weak_strong↓30% + k_economic_decay↓20%,2,0,1340,0.0,"T_threshold_weak_strong, k_economic_decay","30%, 20%",2000
T_threshold_weak_strong↓30% + k_economic_decay↓30%,2,0,1560,0.0,"T_threshold_weak_strong, k_economic_decay","30%, 30%",2000
T_threshold_weak_strong↓10% + Km_production↓10%,2,0,500,0.0,"T_threshold_weak_strong, Km_production","10%, 10%",2000
T_threshold_weak_strong↓10% + Km_production↓20%,2,0,700,0.0,"T_threshold_weak_strong, Km_production","10%, 20%",2000
T_threshold_weak_strong↓10% + Km_production↓30%,2,0,900,0.0,"T_threshold_weak_strong, Km_production","10%, 30%",2000
T_threshold_weak_strong↓20% + Km_production↓10%,2,0,800,0.0,"T_threshold_weak_strong, Km_production","20%, 10%",2000
T_threshold_weak_strong↓20% + Km_production↓20%,2,0,1000,0.0,"T_threshold_weak_strong, Km_production","20%, 20%",2000
T_threshold_weak_strong↓20% + Km_production↓30%,2,0,1200,0.0,"T_threshold_weak_strong, Km_production","20%, 30%",2000
T_threshold_weak_strong↓30% + Km_production↓10%,2,0,1100,0.0,"T_threshold_weak_strong, Km_production","30%, 10%",2000
T_threshold_weak_strong↓30% + Km_production↓20%,2,0,1300,0.0,"T_threshold_weak_strong, Km_production","30%, 20%",2000
T_threshold_weak_strong↓30% + Km_production↓30%,2,0,1500,0.0,"T_threshold_weak_strong, Km_production","30%, 30%",2000
T_threshold_weak_strong↓10% + Km_trust_economy↓10%,2,0,480,0.0,"T_threshold_weak_strong, Km_trust_economy","10%, 10%",2000
T_threshold_weak_strong↓10% + Km_trust_economy↓20%,2,0,660,0.0,"T_threshold_weak_strong, Km_trust_economy","10%, 20%",2000
T_threshold_weak_strong↓10% + Km_trust_economy↓30%,2,0,840,0.0,"T_threshold_weak_strong, Km_trust_economy","10%, 30%",2000
T_threshold_weak_strong↓20% + Km_trust_economy↓10%,2,0,780,0.0,"T_threshold_weak_strong, Km_trust_economy","20%, 10%",2000
T_threshold_weak_strong↓20% + Km_trust_economy↓20%,2,0,960,0.0,"T_threshold_weak_strong, Km_trust_economy","20%, 20%",2000
T_threshold_weak_strong↓20% + Km_trust_economy↓30%,2,0,1140,0.0,"T_threshold_weak_strong, Km_trust_economy","20%, 30%",2000
T_threshold_weak_strong↓30% + Km_trust_economy↓10%,2,0,1080,0.0,"T_threshold_weak_strong, Km_trust_economy","30%, 10%",2000
T_threshold_weak_strong↓30% + Km_trust_economy↓20%,2,0,1260,0.0,"T_threshold_weak_strong, Km_trust_economy","30%, 20%",2000
T_threshold_weak_strong↓30% + Km_trust_economy↓30%,2,0,1440,0.0,"T_threshold_weak_strong, Km_trust_economy","30%, 30%",2000
T_threshold_detached_weak↓10% + detachment_threshold↑10%,2,0,700,0.0,"T_threshold_detached_weak, detachment_threshold","10%, 10%",2000
T_threshold_detached_weak↓10% + detachment_threshold↑20%,2,0,1020,0.0,"T_threshold_detached_weak, detachment_threshold","10%, 20%",2000
T_threshold_detached_weak↓10% + detachment_threshold↑30%,2,0,1340,0.0,"T_threshold_detached_weak, detachment_threshold","10%, 30%",2000
T_threshold_detached_weak↓20% + detachment_threshold↑10%,2,0,1080,0.0,"T_threshold_detached_weak, detachment_threshold","20%, 10%",2000
T_threshold_detached_weak↓20% + detachment_threshold↑20%,2,0,1400,0.0,"T_threshold_detached_weak, detachment_threshold","20%, 20%",2000
T_threshold_detached_weak↓20% + detachment_threshold↑30%,2,0,1720,0.0,"T_threshold_detached_weak, detachment_threshold","20%, 30%",2000
T_threshold_detached_weak↓30% + detachment_threshold↑10%,2,0,1460,0.0,"T_threshold_detached_weak, detachment_threshold","30%, 10%",2000
T_threshold_detached_weak↓30% + detachment_threshold↑20%,2,0,1780,0.0,"T_threshold_detached_weak, detachment_threshold","30%, 20%",2000
T_threshold_detached_weak↓10% + k_resource_depletion↓10%,2,0,630,0.0,"T_threshold_detached_weak, k_resource_depletion","10%, 10%",2000
T_threshold_detached_weak↓10% + k_resource_depletion↓20%,2,0,880,0.0,"T_threshold_detached_weak, k_resource_depletion","10%, 20%",2000
T_threshold_detached_weak↓10% + k_resource_depletion↓30%,2,0,1130,0.0,"T_threshold_detached_weak, k_resource_depletion","10%, 30%",2000
T_threshold_detached_weak↓20% + k_resource_depletion↓10%,2,0,1010,0.0,"T_threshold_detached_weak, k_resource_depletion","20%, 10%",2000
